-51,0.140177962,0.467423508
-52,0.188061855,0.478372136
-53,0.229325997,0.491270195
-54,0.284766147,0.50659958
-55,0.349604717,0.523853882
-56,0.425290047,0.537189395
-57,0.480452631,0.547584241
-58,0.544242202,0.557963
-59,0.61316388,0.568586464
-60,0.662775103,0.575949957
-61,0.735991343,0.583032914
-62,0.78967487,0.588222877
-63,0.836005696,0.592847545
-64,0.908110559,0.595209104
-65,0.958681269,0.604892061
-66,1.038527754,0.609363158
-67,1.106967124,0.611671277
-68,1.176805279,0.612328828
-69,1.240307188,0.609740032
-70,1.281460479,0.591477163
-71,1.347130084,0.586310597
-72,1.398478825,0.578580791
-73,1.458576388,0.576102027
-74,1.494217954,0.560103339
-75,1.542897214,0.545467128
