0.2,0.201957533,0.001957533
0.21,0.210882888,0.000882888
0.22,0.219662869,0.000337131
0.23,0.230991449,0.000991449
0.24,0.235373644,0.004626356
0.25,0.245833331,0.004166669
0.26,0.251569232,0.008430768
0.27,0.261000345,0.008999655
0.28,0.2712829,0.0087171
0.29,0.284847054,0.005152946
0.3,0.294214886,0.005785114
0.31,0.303011268,0.006988732
0.32,0.318630079,0.001369921
0.33,0.329172796,0.000827204
0.34,0.338820636,0.001179364
0.35,0.348141162,0.001858838
0.36,0.363428041,0.003428041
0.37,0.372784424,0.002784424
0.38,0.382106776,0.002106776
0.39,0.390186356,0.000186356
0.4,0.398300941,0.001699059
0.41,0.414193068,0.004193068
0.42,0.422610122,0.002610122
0.43,0.432319451,0.002319451
0.44,0.443083027,0.003083027
0.45,0.460219332,0.010219332
0.46,0.469980454,0.009980454
0.47,0.478868502,0.008868502
0.48,0.486927107,0.006927107
0.49,0.493775925,0.003775925
0.5,0.506131454,0.006131454
0.51,0.510026354,2.63537E-05
0.52,0.516880346,0.003119654
0.53,0.526268478,0.003731522
0.54,0.543449061,0.003449061
0.55,0.553115786,0.003115786
0.56,0.561092835,0.001092835
0.57,0.569366217,0.000633783
0.58,0.577484164,0.002515836
0.59,0.594292398,0.004292398
0.6,0.602928114,0.002928114
0.61,0.611686925,0.001686925
0.62,0.619102702,0.000897298
0.63,0.627113646,0.002886354
0.64,0.644716545,0.004716545
0.65,0.653701753,0.003701753
0.66,0.662883364,0.002883364
0.67,0.671166819,0.001166819
0.68,0.678976259,0.001023741
0.69,0.697085494,0.007085494
0.7,0.70536327,0.00536327
0.71,0.713373056,0.003373056
0.72,0.721741023,0.001741023
0.73,0.739632257,0.009632257
0.74,0.748901322,0.008901322
0.75,0.758571085,0.008571085
0.76,0.76713365,0.00713365
0.77,0.775425917,0.005425917
0.78,0.783573551,0.003573551
0.79,0.803099339,0.013099339
0.8,0.812492243,0.012492243
0.81,0.819825329,0.009825329
0.82,0.828245054,0.008245054
0.83,0.836088895,0.006088895
0.84,0.842972267,0.002972267
0.85,0.847957175,0.002042825
0.86,0.864348492,0.004348492
0.87,0.867028843,0.002971157
0.88,0.872565876,0.007434124
0.89,0.878540569,0.011459431
0.9,0.89414872,0.00585128
0.91,0.902365559,0.007634441
0.92,0.908809534,0.011190466
0.93,0.925024161,0.004975839
0.94,0.932507139,0.007492861
0.95,0.94077246,0.00922754
0.96,0.948668899,0.011331101
0.97,0.956445428,0.013554572
0.98,0.97704104,0.00295896
0.99,0.986345057,0.003654943
1,0.996308261,0.003691739
1.01,1.004695901,0.005304099
1.02,1.013328229,0.006671771
1.03,1.033151496,0.003151496
1.04,1.040842142,0.000842142
1.05,1.048876686,0.001123314
1.06,1.056441604,0.003558396
1.07,1.064228357,0.005771643
1.08,1.071343186,0.008656814
1.09,1.079809969,0.010190031
1.1,1.100248417,0.000248417
1.11,1.108650341,0.001349659
1.12,1.116502202,0.003497798
1.13,1.124813706,0.005186294
1.14,1.132491648,0.007508352
1.15,1.140950144,0.009049856
1.16,1.151765951,0.008234049
1.17,1.165995914,0.004004086
1.18,1.181959985,0.001959985
1.19,1.192739532,0.002739532
1.2,1.205625745,0.005625745
1.21,1.21996874,0.00996874
1.22,1.233642856,0.013642856
1.23,1.247020706,0.017020706
1.24,1.25829492,0.01829492
1.25,1.269951968,0.019951968
1.26,1.281096863,0.021096863
1.27,1.291489588,0.021489588
1.28,1.301456089,0.021456089
1.29,1.310292344,0.020292344
1.3,1.318142232,0.018142232
1.31,1.322040273,0.012040273
1.32,1.325059262,0.005059262
1.33,1.32884289,0.00115711
1.34,1.335291773,0.004708227
1.35,1.345362167,0.004637833
1.36,1.35556437,0.00443563
1.37,1.352543769,0.017456231
1.38,1.364467363,0.015532637
1.39,1.375919806,0.014080194
1.4,1.387138456,0.012861544
1.41,1.3983347,0.0116653
1.42,1.408604476,0.011395524
1.43,1.421326662,0.008673338
1.44,1.429482745,0.010517255
1.45,1.442940555,0.007059445
1.46,1.459130028,0.000869972
1.47,1.473333489,0.003333489
1.48,1.486381942,0.006381942
1.49,1.498425243,0.008425243
1.5,1.510640874,0.010640874
